,address_line1,city,food_type,food_type1,location,number_of_reviews,restaurant_name,review_score
1073,King Abdullah Branch rd,Jeddah,Arabic,Arabic,"King Abdullah Branch rd, Jeddah 22231 Saudi Arabia",1, Tamees ,5.0
1074,Al Kurnaysh Rd Ash Shati,Jeddah,"Italian, American, Cafe, International", American,"Al Kurnaysh Rd Ash Shati, Jeddah 23415 Saudi Arabia",1, Zillion Restaurant & Lounge,5.0
1075,Sari street,Jeddah,"  , International, Mediterranean", International,"Sari street, Jeddah 23436 Saudi Arabia",1, H Lounge,5.0
1076,Near Dr. Baksh hospital Behind Abu Zaid,Jeddah,", Indian", Indian,"Near Dr. Baksh hospital Behind Abu Zaid, Thawba street, sharaffiyah, Jeddah Saudi Arabia",1, Koyikodan Restaurant,5.0
1077,Prince Meshaal Bin Majid,Jeddah,Restaurants,Restaurants,"Prince Meshaal Bin Majid, Jeddah 23816 Saudi Arabia",1, Boboko Indonesian Restaurant,5.0
1078,Prince Sulttan Street,Jeddah,", International, Diner, Dining bars", International,"Prince Sulttan Street, Jeddah Saudi Arabia",1, JouJou Lounge,5.0
1079,King Abdullah Rd Abraj Al Hilal - Tower 3,Jeddah,"  , American, Arabic", American,"King Abdullah Rd Abraj Al Hilal - Tower 3, Jeddah 2973 Saudi Arabia",1, Faris Breakfast,5.0
1080,Abdul Rahman At Tubayshi,Jeddah,Restaurants,Restaurants,"Abdul Rahman At Tubayshi, Al Tahlia Street, Jeddah Saudi Arabia",1, Carlos Restaurant,5.0
1081,Al Jawad Street,Jeddah,"  , French, International, European", French,"Al Jawad Street, Al-Manar Al Yasmin Mall, Jeddah 23462 Saudi Arabia",1, PAUL Bakery & Restaurant,5.0
1082,Sari Street,Jeddah,American,American,"Sari Street, Jeddah Saudi Arabia",2, Hwy ,4.0
1083,Hussein Shobokshi Street,Jeddah,"Cafe, Fast Food, Mediterranean, Grill", Fast Food,"Hussein Shobokshi Street, Jeddah Saudi Arabia",1, Moussallati Gourmet,5.0
1084,Prince Sultan Road Alkhayat Center,Jeddah,"Japanese, Japanese sweets parlour, Japanese Fusion", Japanese sweets parlour,"Prince Sultan Road Alkhayat Center, Jeddah 23435 Saudi Arabia",1, Fuji Japanese Restaurant & Sushi,5.0
1085,2772 Corniche Rd,Jeddah,Restaurants,Restaurants,"2772 Corniche Rd, Jeddah 23613 Saudi Arabia",1, Chef Restaurant & Cafe,5.0
1086,4319 An Numan Ibn Meqrin,Jeddah,Restaurants,Restaurants,"4319 An Numan Ibn Meqrin, Jeddah 6857 Saudi Arabia",1, Da Venti Restaurant,5.0
1087,Jeddah Saudi Arabia,Jeddah,"  , Indian, Seafood, International", Indian,Jeddah Saudi Arabia,1, Alnawras Seafood ,5.0
1088,AL Rawda,Jeddah,", Indian, Middle Eastern, Arabic", Indian,"AL Rawda, Qasim Zainah, Jeddah 23414 Saudi Arabia",1, Karak & Chapati,5.0
1089,2900 Prince Mohammed Bin Abdulaziz St,Jeddah,Cafe,Cafe,"2900 Prince Mohammed Bin Abdulaziz St, Jeddah Saudi Arabia",13, Fiori,3.0
1090,The Galleria By Elaf Hotel,Jeddah,"Argentinean, South American", South American,"The Galleria By Elaf Hotel, Jeddah Saudi Arabia",1, Vaquero Restaurant,5.0
1091,Al Amal,Jeddah,"Barbecue, Arabic", Arabic,"Al Amal, Jeddah 23621 Saudi Arabia",1, Hosny Restaurant,5.0
1092,Sari Street,Jeddah,Restaurants,Restaurants,"Sari Street, Jeddah Saudi Arabia",3, Asia Restaurant,3.5
1093,Prince Sultan Street,Jeddah,Seafood,Seafood,"Prince Sultan Street, Jeddah Saudi Arabia",1, Hook,5.0
1094,Jeddah Saudi Arabia,Jeddah,"Pizza, Fast Food, Barbecue, Fusion", Fast Food,Jeddah Saudi Arabia,9, Hot n Spicy,3.5
1095,3778 Hilmi Kutbi,Jeddah,"Italian, American, Bar, Pizza", American,"3778 Hilmi Kutbi, Jeddah Saudi Arabia",3, Burgerizza Studio,4.0
1096,Arafat Street,Jeddah,Restaurants,Restaurants,"Arafat Street, Jeddah 23323 Saudi Arabia",1, Almond Coffee House,5.0
1097,Al-shakireen,Jeddah,", Lebanese, Mediterranean, Grill", Lebanese,"Al-shakireen, Jeddah 23453 Saudi Arabia",1, Mabshoor alBait alShami,5.0
1098,King Abdul Aziz Rd,Jeddah,Middle Eastern,Middle,"King Abdul Aziz Rd, Jeddah Saudi Arabia",1, Momentary Restaurant,5.0
1099,Falastin st,Jeddah,"  , Indian", Indian,"Falastin st, Jeddah Saudi Arabia",13, Maharaja,3.5
1100,6687 Abdul Rahman Ibn Ahmad As Sidayri,Jeddah,Restaurants,Restaurants,"6687 Abdul Rahman Ibn Ahmad As Sidayri, Jeddah Saudi Arabia",8, Al Beit El Halabi,3.5
1101,Al Seil-Nahda,Jeddah,  ,Restaurants,"Al Seil-Nahda, Jeddah Saudi Arabia",3, RESTAURANT CAFE GRAND PRIX,4.5
1102,4359 Al Imam Al bukhari,Jeddah,"Steakhouse, Cafe, Mediterranean, Soups", Cafe,"4359 Al Imam Al bukhari, Jeddah Saudi Arabia",1, Ammar Resturant,5.0
1103,Diners Square Al Malek Rd,Jeddah,Restaurants,Restaurants,"Diners Square Al Malek Rd, Jeddah 45682 Saudi Arabia",2, Garnish Restaurant,5.0
1104,Prince Sultan Road,Jeddah,Sushi,Sushi,"Prince Sultan Road,, Jeddah Saudi Arabia",1, Ronin,5.0
1105,jeddah,Jeddah,", Lebanese, Mediterranean, Middle Eastern", Lebanese,"jeddah, prince sultan road, Al zahra district Opposite of Salamah Center, Jeddah 21411 Saudi Arabia",4, Byblos Xpress,3.5
1106,Jeddah Saudi Arabia,Jeddah,Restaurants,Restaurants,Jeddah Saudi Arabia,1, New York Cab Pizza,5.0
1107,Abdulmaksoud Khoja Street,Jeddah,"  , Lebanese, Mediterranean", Lebanese,"Abdulmaksoud Khoja Street, Jeddah 21573 Saudi Arabia",4, Oasis,4.0
1108,23621 Amna Bint Wahb Street Al Naeem District,Jeddah,"Asian, Indonesian", Indonesian,"23621 Amna Bint Wahb Street Al Naeem District, Jeddah Saudi Arabia",3, Surabaya Garden,3.5
1109,King Abdul Aziz Road,Jeddah,Restaurants,Restaurants,"King Abdul Aziz Road,, Jeddah Saudi Arabia",1, Rasela Indonesian Cafe & Resto,5.0
1110,Jeddah 23233 Saudi Arabia,Jeddah,  ,Restaurants,Jeddah 23233 Saudi Arabia,1, Osama,5.0
1111,7238 Prince Abdullah AlFiasal Street Obhur Al-Shamaliyah,Jeddah,", Cafe, Fast Food, International", Cafe,"7238 Prince Abdullah AlFiasal Street Obhur Al-Shamaliyah, Jeddah 23815 Saudi Arabia",2, Juicetry,4.0
1112,Prince Sultan Street North of Jarir Mall,Jeddah,Restaurants,Restaurants,"Prince Sultan Street North of Jarir Mall, Almohamadiya Dissect, Jeddah Saudi Arabia",1, Gambriano Restaurant,5.0
1113,Thalia street,Jeddah,"  , American, Halal", American,"Thalia street, Jeddah Saudi Arabia",20, Ketchup,3.0
1114,Prince Sultand Street,Jeddah,Restaurants,Restaurants,"Prince Sultand Street, Jeddah Saudi Arabia",3, Chefs Smoked House,3.5
1115,6754 Muhammad Ibn Abdul Aziz Al Andalus District,Jeddah,"Lebanese, Middle Eastern, Arabic", Middle Eastern,"6754 Muhammad Ibn Abdul Aziz Al Andalus District, Jeddah 23322 Saudi Arabia",5, Zaroob,3.5
1116,Prince Saud Al Faisal Street Al Zayd Business Center,Jeddah,Restaurants,Restaurants,"Prince Saud Al Faisal Street Al Zayd Business Center, Jeddah 21413 Saudi Arabia",1, Medrainus,5.0
1117,Jeddah Saudi Arabia,Jeddah,", American", American,Jeddah Saudi Arabia,1, Burger League,5.0
1118,Jeddah 40004 Saudi Arabia,Jeddah,Arabic,Arabic,Jeddah 40004 Saudi Arabia,2, Shawly,4.0
1119,Saudia City Compound Al Khalidiya,Jeddah,"Barbecue, Soups", Soups,"Saudia City Compound Al Khalidiya, Jeddah 23421 Saudi Arabia",1, City Station,5.0
1120,Corniche road,Jeddah,  ,Restaurants,"Corniche road, Jeddah Saudi Arabia",6, Bayt Alma'akolat Al-Eraniah,3.5
1121,Stars Avenue Mall,Jeddah,"Austrian, European", European,"Stars Avenue Mall, Jeddah Saudi Arabia",8, Aida Cafe Vienna,3.5
1122,2423 Al Amal,Jeddah,Asian,Asian,"2423 Al Amal, Jeddah Saudi Arabia",2, Asian kokh Restaurant,4.0
1123,Jeddah Saudi Arabia,Jeddah,"Mediterranean, Egyptian, Arabic", Egyptian,Jeddah Saudi Arabia,1, El Moez,5.0
1124,Corniche road,Jeddah,"  , Pizza", Pizza,"Corniche road, Jeddah Saudi Arabia",81, Pizza Hut,3.0
1125,Abdulmaksoud Khoja Street,Jeddah,Cafe,Cafe,"Abdulmaksoud Khoja Street, Jeddah Saudi Arabia",4, Solo Cafe,3.5
1126,Jeddah Saudi Arabia,Jeddah,"  , Chinese, Asian", Chinese,Jeddah Saudi Arabia,14, China Gate,3.5
1127,Mall Of Arabia 2445 Al-Nuzhah Jeddah 23532 - 8071,Jeddah,"  , Italian, Pizza, Fast Food", Italian,"Mall Of Arabia 2445 Al-Nuzhah Jeddah 23532 - 8071, Jeddah Saudi Arabia",26, The Pizza Company,3.0
1128,Abhour Malik Road,Jeddah,Restaurants,Restaurants,"Abhour Malik Road, Jeddah Saudi Arabia",1, Loungebyaurum,5.0
1129,Prince Sultan Street Nama Center,Jeddah,Japanese,Japanese,"Prince Sultan Street Nama Center, Jeddah Saudi Arabia",2, Shogun Lounge,4.0
1130,Jeddah Saudi Arabia,Jeddah,Seafood,Seafood,Jeddah Saudi Arabia,3, Seagulls' Catch,3.5
1131,Al-Khaldyaa,Jeddah,"Lebanese, Mediterranean", Mediterranean,"Al-Khaldyaa, Jeddah Saudi Arabia",5, Semsem,3.5
1132,Al Imam Al Shafe'Ai St. Near Aziz Mall,Jeddah,"  , Filipino, Asian", Filipino,"Al Imam Al Shafe'Ai St. Near Aziz Mall, Jeddah Saudi Arabia",6, Lapaz Batchoy,3.5
1133,Al Batarji Street,Jeddah,"American, Cafe, Deli", Cafe,"Al Batarji Street, Jeddah 23521 Saudi Arabia",1, bagel,4.0
1134,3002 Muhammed Attayyib Attoonsi Street,Jeddah,", European", European,"3002 Muhammed Attayyib Attoonsi Street, Jeddah 23421 Saudi Arabia",1, W Cafe & Lounge,4.0
1135,4129 Prince Saud Al Faisal,Jeddah,Turkish,Turkish,"4129 Prince Saud Al Faisal, 7496, Jeddah 23432 7496 Saudi Arabia",1, Hareed Restaurant,4.0
1136,Prince Sultan Road,Jeddah,Restaurants,Restaurants,"Prince Sultan Road, Lilian towers Lilian towers, Jeddah Saudi Arabia",1, Nandos,4.0
1137,Prince Mutaib bin Abdulaziz Rd The 40th Pearl Hotel,Jeddah,Restaurants,Restaurants,"Prince Mutaib bin Abdulaziz Rd The 40th Pearl Hotel, Jeddah 23342 Saudi Arabia",1, Khan Chacha Restaurant,4.0
1138,Corniche Road Al Shatee District,Jeddah,Restaurants,Restaurants,"Corniche Road Al Shatee District, Jeddah 21424 Saudi Arabia",1, Tropical Garden Restaurant,4.0
1139,Asad Allah,Jeddah,Indian,Indian,"Asad Allah, Jeddah Saudi Arabia",1, Rolls N Kababs,4.0
1140,Khalid bin waleed,Jeddah,Restaurants,Restaurants,"Khalid bin waleed, Jeddah Saudi Arabia",2, Kandy Restaurant,3.5
1141,Hilmi Kutbi Street Edrees Square,Jeddah,", Cafe", Cafe,"Hilmi Kutbi Street Edrees Square, Jeddah Saudi Arabia",1, Warm and Frosty Specialty Cafe,4.0
1142,Jeddah 23743 Saudi Arabia,Jeddah,Restaurants,Restaurants,Jeddah 23743 Saudi Arabia,1, Hasoon Al-Hatmiyeh Restaurant,4.0
1143,Andlus Street Near SACO,Jeddah,Restaurants,Restaurants,"Andlus Street Near SACO, Jeddah Saudi Arabia",1, Chinese Bistro,4.0
1144,Al Udaba,Jeddah,Restaurants,Restaurants,"Al Udaba, Jeddah 23342 Saudi Arabia",1, Taza Grill,4.0
1145,Sari Street,Jeddah,", American", American,"Sari Street, Jeddah Saudi Arabia",2, The Coffee Bean & Tea Leaf,3.5
1146,Lilian Towers,Jeddah,Restaurants,Restaurants,"Lilian Towers, Prince Sultan Road, Jeddah 23425 Saudi Arabia",1, Como Gelato E Caffe,4.0
1147,Prince Mutaib bin Abdulaziz Rd,Jeddah,Indian,Indian,"Prince Mutaib bin Abdulaziz Rd, Near TeleMoney, Al Aziziyah 11,, Jeddah Saudi Arabia",3, Am-pm,3.5
1148,Amna Bint Wahb An Naim,Jeddah,Cafe,Cafe,"Amna Bint Wahb An Naim, Jeddah 23621 Saudi Arabia",1, Beyond Coffee,4.0
1149,Tahlia street New town mall,Jeddah,"  , Italian, Bar, European", Italian,"Tahlia street New town mall, Jeddah 23432 Saudi Arabia",9, Coffiana,4.0
1150,Prince Sultan,Jeddah,", Mediterranean, Spanish", Mediterranean,"Prince Sultan, Jeddah Saudi Arabia",1, El Diamante,4.0
1151,Ana Special Mall,Jeddah,French,French,"Ana Special Mall, Amir Sultan street, Jeddah Saudi Arabia",1, Glow,5.0
1152,Falasteen Street,Jeddah,Restaurants,Restaurants,"Falasteen Street, Jeddah Saudi Arabia",1, Burger King,4.0
1153,Abdelrahman Tybayshi Street,Jeddah,Restaurants,Restaurants,"Abdelrahman Tybayshi Street, Jeddah Saudi Arabia",1, Bo Hamad,4.0
1154,7261 Abdulrahman bin Ahmad Assudairy Street,Jeddah,Turkish,Turkish,"7261 Abdulrahman bin Ahmad Assudairy Street, Jeddah 23436 Saudi Arabia",2, Turkish Grills,3.5
1155,3696 Mohammed Altawel Street,Jeddah,Indian,Indian,"3696 Mohammed Altawel Street, Jeddah Saudi Arabia",1, Seasons Restaurant,4.0
1156,7915 Ahmad Al Attas Street Al Zahra,Jeddah,Restaurants,Restaurants,"7915 Ahmad Al Attas Street Al Zahra, Jeddah 23425 Saudi Arabia",2, Hot Stone Pizza & Pasta,3.5
1157,7843 Ahmad Al Attas,Jeddah,Restaurants,Restaurants,"7843 Ahmad Al Attas, Jeddah 23425 Saudi Arabia",2, Street Fifty Six,3.5
1158,Jeddah Saudi Arabia,Jeddah,Barbecue,Barbecue,Jeddah Saudi Arabia,1, Abu al az Grill,4.0
1159,3710 Mohammed Mahmud Zahid,Jeddah,Indian,Indian,"3710 Mohammed Mahmud Zahid, Jeddah Saudi Arabia",1, الارز الفاخر Zeera Rice,4.0
1160,Cornishe Road Ash Shati,Jeddah,Restaurants,Restaurants,"Cornishe Road Ash Shati, Jeddah 23613 Saudi Arabia",1, Dazzle,4.0
1161,6733-6737 Hamzah Shahatah,Jeddah,Asian,Asian,"6733-6737 Hamzah Shahatah, Jeddah Saudi Arabia",2, Caribbean Fish,3.5
1162,Jeddah Saudi Arabia,Jeddah,"  , Italian, Pizza, Soups", Italian,Jeddah Saudi Arabia,1, Broccoli Pizza & Pasta,4.0
1163,In Front of the Beach- Kornish Road In Front of the Park Hyatt,Jeddah,"Lebanese, Mediterranean, European, Middle Eastern", Mediterranean,"In Front of the Beach- Kornish Road In Front of the Park Hyatt, Jeddah 21432 Saudi Arabia",4, Lotus Restaurant for Lebanese Food,5.0
1164,Fahd Al Askar,Jeddah,", Cafe", Cafe,"Fahd Al Askar, Jeddah 23434 Saudi Arabia",1, Meraki Artisan Coffee,4.0
1165,alkurnaysh road park hyatt,Jeddah,Restaurants,Restaurants,"alkurnaysh road park hyatt, jeddah, Jeddah Saudi Arabia",2, Yogette Cafe,4.0
1166,Hera St Behind Hilton Hotel,Jeddah,"American, Caribbean, Bahamian, Hawaiian", Caribbean,"Hera St Behind Hilton Hotel, Jeddah Saudi Arabia",1, Caribbean Catch,4.0
1167,Al Amir Sultan Street,Jeddah,Restaurants,Restaurants,"Al Amir Sultan Street, Jeddah 23431 Saudi Arabia",8, Bafart Cafe,3.0
1168,Obhur,Jeddah,Restaurants,Restaurants,"Obhur, Jeddah Saudi Arabia",4, Twina,3.5
1169,Albasateen Street Opposite Arab Schools,Jeddah,Restaurants,Restaurants,"Albasateen Street Opposite Arab Schools, Jeddah Saudi Arabia",3, Al-thamarat,3.5
1170,Al-Mo'Alifeen Street,Jeddah,", American", American,"Al-Mo'Alifeen Street, Jeddah Saudi Arabia",3, Barns Ksa,3.5
1171,Abdulmaqsoud Khoja Street,Jeddah,Restaurants,Restaurants,"Abdulmaqsoud Khoja Street, Jeddah 23435 Saudi Arabia",4, The Social Kitchen,3.5
1172,Al-Khaldyaa,Jeddah,"  , Italian", Italian,"Al-Khaldyaa, Jeddah Saudi Arabia",8, Pizaa Napoli,3.5
1173,Jeddah Saudi Arabia,Jeddah,Restaurants,Restaurants,Jeddah Saudi Arabia,1, Cabalen,4.0
1174,Tahlia Street,Jeddah,"  , Turkish, International", Turkish,"Tahlia Street, Towards Corniche Aster center, Jeddah Saudi Arabia",14, Cookshop,4.0
1175,Mall of Arabia Al Nozha,Jeddah,"  , Cafe, Turkish", Cafe,"Mall of Arabia Al Nozha, Jeddah Saudi Arabia",13, Simit Sarayi,3.0
1176,N. King Abdulaziz Road,Jeddah,Arabic,Arabic,"N. King Abdulaziz Road, Jeddah Saudi Arabia",8, Kababji Jeddah,3.0
1177,The Courtyard,Jeddah,"  , Lebanese, Cafe, Middle Eastern", Lebanese,"The Courtyard, Prince Sultan St. & Al-Rawdah St. Intersection, Jeddah 21352 Saudi Arabia",25, Kalila bakery and cafe,3.0
1178,Altkhasosi,Jeddah,Restaurants,Restaurants,"Altkhasosi, Jeddah Saudi Arabia",12, Capo Grillo,3.5
1179,An Nahda Alyusur Square,Jeddah,Uzbek,Uzbek,"An Nahda Alyusur Square, Jeddah 23615 Saudi Arabia",3, Ugur,3.0
1180,Andalus St. at Palestine St.,Jeddah,Restaurants,Restaurants,"Andalus St. at Palestine St., Jeddah Saudi Arabia",3, ajame,2.5
1181,Prince Mohamed bin abdulaziz Street Al Andalus,Jeddah,", Japanese, Sushi", Japanese,"Prince Mohamed bin abdulaziz Street Al Andalus, Jeddah Saudi Arabia",3, Zn Restaurant,3.0
1182,23436 Abdul Rahman Ibn Ahmad As Sidayri As Salamah,Jeddah,"Lebanese, Pizza, Mediterranean, Grill", Pizza,"23436 Abdul Rahman Ibn Ahmad As Sidayri As Salamah, Jeddah Saudi Arabia",1, Lahem beajeen,3.0
1183,Corniche Road On the First Floor of the Radisson BLU Jeddah Corniche,Jeddah,Restaurants,Restaurants,"Corniche Road On the First Floor of the Radisson BLU Jeddah Corniche, Jeddah 21452 Saudi Arabia",1, The Radisson Blu Business Class Lounge Restaurant,3.0
1184,Corniche Road,Jeddah,Restaurants,Restaurants,"Corniche Road, Ash Shati District, Jeddah 21452 Saudi Arabia",1, The Larder Restaurant,3.0
1185,Prince Saud Al-Faisal St.,Jeddah,Chinese,Chinese,"Prince Saud Al-Faisal St., Jeddah Saudi Arabia",1, Chi Box,3.0
1186,Safa Street,Jeddah,"Fast Food, Healthy", Healthy,"Safa Street, Jeddah 505 Saudi Arabia",3, Juiceco,3.0
1187,Abdulmaksoud Khoja Street,Jeddah,Restaurants,Restaurants,"Abdulmaksoud Khoja Street, Jeddah Saudi Arabia",1, Pink Camel,3.0
1188,Al Rawdah Street,Jeddah,"Mediterranean, Egyptian", Egyptian,"Al Rawdah Street, Jeddah Saudi Arabia",1, Boat Cafe,3.0
1189,Jeddah Saudi Arabia,Jeddah,Barbecue,Barbecue,Jeddah Saudi Arabia,1, Kebapje,3.0
1190,Al-Madinah Al-Munawarah Rd,Jeddah,Restaurants,Restaurants,"Al-Madinah Al-Munawarah Rd,, Jeddah 23526 Saudi Arabia",1, Esquires Coffee Houses,3.0
1191,Ash Shati Boulevard,Jeddah,", Asian", Asian,"Ash Shati Boulevard, Jeddah 23414 Saudi Arabia",3, Baco,3.0
1192,Rowda Street,Jeddah,"  , American", American,"Rowda Street, Jeddah Saudi Arabia",8, Al Hanim,3.0
1193,Prince Muhammad Bin Abdulaziz Road Al Andalus,Jeddah,Restaurants,Restaurants,"Prince Muhammad Bin Abdulaziz Road Al Andalus,, Jeddah 23326 Saudi Arabia",2, Qamreya,3.0
1194,Masaud Street Close to Sultan Mall,Jeddah,Thai,Thai,"Masaud Street Close to Sultan Mall, Jeddah Saudi Arabia",3, Rasa Thai Restaurant,3.0
1195,Prince Sultan Road Hamad Center,Jeddah,Restaurants,Restaurants,"Prince Sultan Road Hamad Center, Jeddah 23433 Saudi Arabia",3, Cowboy Restaurant,3.0
1196,Prince Sultan Road As Salamah,Jeddah,  ,Restaurants,"Prince Sultan Road As Salamah, Jeddah, Jeddah 23436 Saudi Arabia",6, Overdose,3.0
1197,King Road,Jeddah,"  , Italian, Pizza, Cafe", Italian,"King Road, Diners Squaer Near Balzamico and Sabb Bank, Jeddah 21463 Saudi Arabia",5, Assalat Alreef Cafe',4.5
1198,Prince Mohammed Bin Abdulaziz St. Al Andalus District,Jeddah,"  , American", American,"Prince Mohammed Bin Abdulaziz St. Al Andalus District, Jeddah 23421 Saudi Arabia",17, Buffalo Wild Wings,3.0
1199,Prince Sultan Road,Jeddah,  ,Restaurants,"Prince Sultan Road, Jeddah 23435 Saudi Arabia",8, Heyla Cafe,3.0
1200,Madinah Road,Jeddah,"  , Mediterranean", Mediterranean,"Madinah Road, Jeddah Saudi Arabia",25, Shami,3.0
1201,Palastine street,Jeddah,"  , Middle Eastern, Lebanese, Mediterranean", Middle Eastern,"Palastine street, Jeddah Saudi Arabia",48, Shami Resturant,3.0
1202,Jeddah International Airport,Jeddah,"  , International", International,"Jeddah International Airport, Jeddah Saudi Arabia",5, Cafe La Rica,3.0
1203,Al amir majid st,Jeddah,"  , Middle Eastern, Pakistani", Middle Eastern,"Al amir majid st, Jeddah Saudi Arabia",13, Royal taj,3.0
1204,El Salam Mall Prince Majid Road,Jeddah,Italian,Italian,"El Salam Mall Prince Majid Road, Jeddah Saudi Arabia",1, Pizza Company,2.0
1205,7863 Umm Al Qoura Street,Jeddah,", Middle Eastern, Arabic", Middle Eastern,"7863 Umm Al Qoura Street, Al Safa, Jeddah 23454 Saudi Arabia",1, O'dolma,2.0
1206,Prince Mohamed Bin Abdulaziz Caffeine Lab,Jeddah,"  , Southwestern, Cafe, Middle Eastern", Southwestern,"Prince Mohamed Bin Abdulaziz Caffeine Lab, Jeddah 23322 Saudi Arabia",2, Caffeine Lab,5.0
1207,4385 King Abdullah Branch Rd,Jeddah,"Mexican, American, Mediterranean, Thai", American,"4385 King Abdullah Branch Rd, Jeddah 22234 Saudi Arabia",2, Beef & Butter,5.0
1208,Al-Madinah Al-Munawarah Rd,Jeddah,"  , International", International,"Al-Madinah Al-Munawarah Rd,, Jeddah 21371 Saudi Arabia",13, Ctaste,5.0
1209,Al Maadi Road Crowne Plaza Jeddah Hotel,Jeddah,", Steakhouse, European, Grill", Steakhouse,"Al Maadi Road Crowne Plaza Jeddah Hotel, Jeddah 10924 Saudi Arabia",46, Crowne Grill,4.5
1210,Prince Mohammad Bin Abdulaziz St,Jeddah,Turkish,Turkish,"Prince Mohammad Bin Abdulaziz St, Al Andalus, Jeddah Saudi Arabia",1, Al Qubbe,1.0
1211,Sharie Al'amir Sultan,Jeddah,"American, Pizza, Seafood, Soups", Pizza,"Sharie Al'amir Sultan, Jeddah 23545 Saudi Arabia",1, Chill Lounge,1.0
1212,Al Aziziyah,Jeddah,Indian,Indian,"Al Aziziyah, Jeddah Saudi Arabia",1, Indian spice,1.0
1213,Andalus Mall,Jeddah,"  , Mexican", Mexican,"Andalus Mall, Mall of Arabia, Serafi Mall, Aziz Mall, Red Sea Mall, Haifa Mall, Jeddah Saudi Arabia",10, Tako Hut,2.5
1214,AlBuraidy Street MA Cafe,Jeddah,"Cafe, Contemporary, Arabic", Contemporary,"AlBuraidy Street MA Cafe, Jeddah 23326 Saudi Arabia",1, MA Cafe,5.0
1215,Al udaba street,Jeddah,Cafe,Cafe,"Al udaba street, Jeddah 23342 Saudi Arabia",2, Teapoint - karak N waffle,5.0
1216,Prince Mohammed bin abdulaziz ST,Jeddah,"  , Italian", Italian,"Prince Mohammed bin abdulaziz ST, Al Khalidiyyah, Jeddah 23421, Jeddah 21577 Saudi Arabia",3, La Notte,3.5
1217,7673 Prince Majid Road Al Marwa Plaza,Jeddah,", French, American, Russian", French,"7673 Prince Majid Road Al Marwa Plaza, Jeddah 23541 Saudi Arabia",0, Qatarat Cafe,0.0
1219,Al Muallafin Street - Al Aziziyah Dist,Jeddah,"  , Chinese, Indian, Seafood", Chinese,"Al Muallafin Street - Al Aziziyah Dist, Jeddah 21411 Saudi Arabia",0, The Biryani Village Restaurant,0.0
1220,Next to Pizza Hut,Jeddah,", French, Mexican, Fast Food", French,"Next to Pizza Hut, Jeddah 23541 Saudi Arabia",0, C-Bon Sandwitch,0.0
1222,Hiraa Street,Jeddah,"Fast Food, Barbecue, Grill, Arabic", Barbecue,"Hiraa Street, before the intersection of Madinah Road, Jeddah Saudi Arabia",0, Kabebo,0.0
1223,7049 Mahdi Al Muslih,Jeddah,"Mediterranean, Egyptian", Egyptian,"7049 Mahdi Al Muslih, Jeddah 22322 Saudi Arabia",0, Al Anfoushi Fish Restaurant,0.0
1224,Al-Hamra Palastine Road,Jeddah,", Indian", Indian,"Al-Hamra Palastine Road, Palastine Commercial Center, Jeddah 23212 Saudi Arabia",0, Saffron Gourmet,0.0
1225,Al-shrafiah Near Al-biak,Jeddah,"American, Cafe, Fast Food, European", Cafe,"Al-shrafiah Near Al-biak, Jeddah Saudi Arabia",0, Dimples,0.0
1232,King Abdulaziz Road King road tower ,Jeddah,"  , International", International,"King Abdulaziz Road King road tower , Mezanine floor, Jeddah Saudi Arabia",0, Gourmet food training,0.0
1233,Al-Rawdah Dist.,Jeddah,"  , Lebanese, Mediterranean, Middle Eastern", Lebanese,"Al-Rawdah Dist., Hamad Al-Jaser St., Jeddah 2572 Saudi Arabia",0, Forn Wa Saj,0.0
1234,Prince Majid Rd,Jeddah,", Asian, Indonesian", Asian,"Prince Majid Rd, Jeddah 23342 Saudi Arabia",0, Jawi Zaman Restaurant,0.0
